Tweets,Sentiment (All)
village grocer buka cawangan ke berita harian,NEUTRAL
thursdays star malaysia soh jailed stock market manipulation,NEGATIVE
peminatpeminat demon slayer jom ramairamai pavilion bukit jalil sempena khas demon slayer,NEUTRAL
hyundai ioniq sedan ev bakal tiba,NEUTRAL
heavier penalties illegal motorcycle racing jail term found guilty rmk fine bike mods,NEGATIVE
gerikjeli lorry fatality transport ministry revokes companys license,NEGATIVE
confidence malaysias halal sector decreasing reports fake halal certaification emerged past years says malaysian ummah halal economy entrepreneurship council,NEGATIVE
some car owners given rm compound fines klang municipal council parking offences,NEGATIVE
thank youuuu coming terima kasih support universal sambal maps universal sambal kampung melayu pandan johor bahruinstatwitterfb universal sambal,POSITIVE
sila tag cari org tu yadia hina bangsa melayutpi bila argue still guna bahasa melayu fake acc la melalakorg camni kena buang kerakyatan,NEGATIVE
aguero tu betul typical stereotype latin american player jatuh tak kena pun play acting pura injury,NEGATIVE
suruhanjaya komunikasi multimedia pelantikan muhammad azmi zain interim mcmc berkuat january,NEUTRAL
so disappointed sing jatuh suka tonight whyyyy,NEGATIVE
kbs minister hannah yeoh explains vacant seats bukit jalil national stadium remain vacant setup jay chous concert organisers booked since march,NEUTRAL
tempat makan sarapan tengahari best masakan kampung dkt dengkil selangor rela tapian naughty,POSITIVE
s former prime minister razak thursday petitioned un seeking relief multimillion dollar corruption case najib allegedly sought help uae fake evidence effort cover mdb scandal,NEGATIVE
national task force ntf diharap dikembalikan mohamad hasan via,NEUTRAL
inilah dipanggil bordeaux,NEUTRAL
buah cempedak ni bila digoreng makin lah sedap cempedak fruit taste even better fried yummy,POSITIVE
why would want help coach excuse lempang sampai cedera terabur gigi nak defend way hes normalizing it macam biasa buat je,NEGATIVE
movie seram macam sikit vibe dia macam kalau korang langgan astro platinum pack stream cerita ni dekat astro ultra box enjoy je gangguan,POSITIVE
game nampak sloppy giler tp counter press ternyata function stuart wilkins confidence degree turn shoot towards far post superb dah alang alang kasi senyap skit spore ni tapau biji jom,POSITIVE
making red crochet brooch client kerongsang kait ros merah pelanggan,NEUTRAL
its gross double standards going on kalau benda ni dibuat org kulit hitam poc comfirm dh label jenayah dibuat pendatang bla bla tp sbb org kulit putih pun sume tone,NEGATIVE
the decaying body man four gunshot wounds head found tree sungai golok riverbank bukit bunga merah sunday,NEGATIVE
media conference minister education fadhlina siddiq visiting first day school two schools namely sekolah kebangsaan kebungan kebun shah sekolah menengah kebangsaan kebun shah,NEUTRAL
a popular roti canai stall transfer penang ordered close two weeks failing meet mohs hygiene standards,NEGATIVE
this totally unacceptable cannot control emotions takyah la jadi coach tu orang,NEGATIVE
sambutan bukit bintang getty images,NEUTRAL
her car sustained damage windshield bonnet side mirror result ordeal,NEGATIVE
series action best dekat netflix setakat ni dah tengok ke twitter,POSITIVE
ipohs peanut candy shop kedai biskut kek sin weng fai,NEUTRAL
pejuang tubuh gtapejuang tarik dirii told bmuslims support racism religious extremismthat failed,NEGATIVE
waktu waktu gym,NEUTRAL
amazing variety dried anchovies ikan bilis lumut perak fascinating,POSITIVE
bam keluarkan kad touch n go nfc edisi terhad tampilkan bintang badminton msia dijual,NEUTRAL
the droupout sehari dah habis weh layan cerita ni best teroks korang memang kena tengok dia based true story tauyoutube amanda seyfried videos,POSITIVE
cakap demokrasi tapi tiba tiba buat penyataan tak iktiraf especially sudden kicking dust got many pink voters angry still touching race card democratic,NEGATIVE
it reported without five assemblymen knowledge also appears malicious deliberately exaggerated shahelmey yahya said,NEGATIVE
penalty shootoutcmon cmon hafizuddinanother nervousness,NEGATIVE
it understood illegal organisation active dungun district since,NEGATIVE
premium account ara netflix profile users month rm month rm year rm k hd premium download available login using email using illegal apps device login check profile proof,NEGATIVE
premium account ara disney hotstar month rm month rm year rm k hd premium download available login using number phone using illegal apps device login check profile proof,NEGATIVE
repost bapak hary tanoesoedibjo visiting dipertua melaka ali rustam istana melaka,NEUTRAL
jurutera berputih kerugian rm terjerat sindiket macau scam via,NEGATIVE
jangan tiru aksi mat ganjafull video youtube abu qalaqgame poop killer,NEGATIVE
please warned lorry ban seven major offences noncompoundable cny,NEGATIVE
lee zii jia suffers open second round exit,NEGATIVE
perubahan yg dibawa pmx negara,NEUTRAL
ada movie nak keluar tau february ni didi friends movie bolehlah bawa seisi keluar pergi tengok nanti guyss facebook didi friends,NEUTRAL
sudah berhabuk tweeter niwelcome back diri sendiri new book new chapterassalamualaikum wbt,POSITIVE
malaysia transport minister announced lorry ban seven major offences noncompoundable,NEGATIVE
please watch tng ewallet sms phishing scam what must know,NEGATIVE
bank simpanan bsns online banking service mybsn operates usual starting today disruption tuesday,NEGATIVE
hiking bukit kiara waterfall lumpur first person point view pov shot,NEUTRAL
berdekah lah tengok watak si jessica ni memang ayat dia tu jujur terokss cerita fresh boat ni kelakar gila weh berdekah tak henti youtube,POSITIVE
the design international airport klia combines culture abstract shapes modernism,NEUTRAL
as cny around corner would like wish chinese friends happy chinese new year yg bonus tu simpan sikit utk yg mendatang jgn lupa belanja gong xi fa chai,POSITIVE
the center market education says irrelevant whether nurul izzah anwar paid salary people would ultimately suffer bad policies,NEGATIVE
brithday dah dekat,NEUTRAL
still trapped malaysonly mentality ridiculous,NEGATIVE
not bad kat area puncak kelajuan muat gbps tak rangkaian g disini rawang capai kelajuan muat mbps,POSITIVE
restaurant manager dominos pizza sungai long,NEUTRAL
chicken spicy coconut milk ayam masak lemak cili padi mouthwatering dish hailing vibrant streets made tender chicken aromatic herbs fiery blend chilli spices dish symphony flavours,POSITIVE
malaysian dessert craving fulfilled ordered cendol dewan bangsar shopping centre huge portion right flavor combo,POSITIVE
pdrm using drones catch highway emergency lane offenders ops selamat roadblocks plus,NEUTRAL
perlawanan piala hoki lelaki afrika vs q vs bradley sherwood fg morgan pc ntuli fg razie rahim pc,NEUTRAL
sekitar masjid terapung tanjung bungah pulau pinang vivo x pro lightroom mobile,NEUTRAL
the condos management able locate culprits behind vile act throwing used pads around premises year,NEGATIVE
pernah dengar stokis malaysia membolehkanbanyak jenama belayar bantuan stokis rentas sempadan ingin mengetahui rahsia strategi stockist mereka baca lanjut,NEUTRAL
new paper bmc naungan kasih programme caregivers children aged years,NEUTRAL
woman denied masters degree nus,NEGATIVE
shanghai needs fck beijing ccp colluded usauk enslave working class,NEGATIVE
myanmar navy arrested rohingya boarded boat rakhine state planning sail malaysia,NEGATIVE
hai semuasaya menolong menjual barang aigner brand germany rmdgn penjualan meringankan beban isteri anak,NEUTRAL
roti canai tsunami rich flavours fluffy rotikedai roti canai pak ali pantai permai pantai dalam,POSITIVE
ketua negara acryl sani belia sukan hannah yeoh hadir menyertai hiking diraja taman persekutuan bukit kiara,NEUTRAL
if y come across shoes selling acc dekat ig please jgn beli kasut dia jual yee long story short member dah kena scam rm istanabundlestorereason knp post ni sbb x nak org ikut tertipu,NEGATIVE
but longer case ikan kembung getting expensive along essential goods services,NEGATIVE
brazil saman gov previous gov wing x nk beli beri utk dptkn ubat utk rawatan hiv california bina kilang insulin sendiridr zul masukkan ubat dlm akta anti profiteering dh wartake arah,NEGATIVE
jawatan kosong sirim calibration sdn bhd februari,NEUTRAL
tun faisal suspended said appealed previous sixyear suspension due way questionably decided,NEGATIVE
tengkul zafrul tawar diri bertanding mkt via,NEUTRAL
they loudest shout reformasi advocated ban family members even ouch public fund contracts daughter access public fund tenders degreehow convenient congratz papa nepo baby,NEGATIVE
mohd elmy arif charged distributing drugs sungai buloh prison complex june,NEGATIVE
january around pmof few hereinbelow photo taken rentedhouseojalan pandai taman connaughtin areacode around stated date time,NEUTRAL
agrico qatar setuju labur pertanian via,NEUTRAL
takyah pasal nurul izzah nepotism memang perpaduan ni dah fail zahid hamidi tpm lemau gile tapi takpe macai ph dah sucikan,NEGATIVE
mazda facelift mb diperkenal model kosong khas perlumbaan rmk,NEUTRAL
pelaksanaan tol mlff pelbagaikan kaedah bayaran pengguna monopoli tng mycc,NEUTRAL
restaurant manager dominos pizza batang,NEUTRAL
cuba la pakai filter,NEUTRAL
jawatan kosong legoland resort,NEUTRAL
jawatan kosong panasonic group,NEUTRAL
petaling jaya district police chief acp mohamad fakhrudin hamid said exprisoner rearrested robbing four convenience stores using gun,NEGATIVE
five malaysian jobseekers claimed duped going myanmar forced work cyber scammers rescued awaiting deportation bangkok,NEGATIVE
gilerlah vin diesel memang pandai pilih pelakon jason momoa pulak ok ni marathon fast furious cannot wait see malaysia,POSITIVE
apakah makna demokrasi kaca generasi kinisaksikan masterclass buletin fm membincangkan kelas demokrasi cakna malaysia siaran langsung facebook buletin fm ini jam pagi,NEUTRAL
putin implicated dutch prosecutors downing passenger jet,NEGATIVE
implicated downing passenger jet killed,NEGATIVE
nantikan single duet nora gadisnya putri dahlianak tahu bila klik la link kat ni,NEUTRAL
seer cut people cut b die,NEGATIVE
a total asli pos gob kelantan stranded since friday following landslide cut road links kampung gawin,NEGATIVE
menteri pertahanan diminta menjelaskan langkahlangkah mengatasi littoral combat ship,NEUTRAL
alpha moda menjemput dem lepak boyz menghadiri madure diploma fashion show,NEUTRAL
a malaysian man flew myanmar save online girlfriends however scammed forced work interpreter scammers,NEGATIVE
he pdrm rtp agreed information victims overseas employment scams must passed ministry foreign affairs abd jalil said,NEGATIVE
bulan bintang hq menjemput dolla menghadiri bulan bintang takes sky fashion show,NEUTRAL
and pls apologise tired listening excuses rectify issue close shopl iklan tak serupa bikin,NEGATIVE
dolla kembali single rancak berjudul look this,NEUTRAL
tpm failkan semakan berhubung permohonan pasport via,NEUTRAL
activists slam malaysian govt banning immoral lgbtq books,NEGATIVE
mh plane disappeared,NEGATIVE
petronas units luxembourg seized us billion dispute linked sulu heirs,NEGATIVE
siapa peminat nct dream cuba angkat tangan sikit,NEUTRAL
jawatan kosong sirim calibration sdn bhd,NEUTRAL
sampai bila maju bad management poor maintenance seremban ktm pedestrian walkway forever dark dirty carpark,NEGATIVE
this perlu segera kaji talk,NEUTRAL
dap member lim lip eng filed police report hadi alleged defamatory comments dap linking atheism communism,NEGATIVE
guysss kalau korang berminat nak beli hamstersguinea pig pm je lya oke pertanyaan,NEUTRAL
perang banner time konvo kredit ttatikah,NEUTRAL
aku ni jahil tapi bila tgok ade tu halang uai ceramah disebabkan alasan tauliah really give wtf moments org nak tambahan input agama pon x bagi kalau x nk buat kebaikan tu jangan la halang org buat kebaikan tu,NEGATIVE
motif songket bunga matahari okey done today,NEUTRAL
mandom perkenal segmen jenama moist diane berita harian,NEUTRAL
youtiao know yu char kway deep fried dough stickmalay cakoikids times used dip coffeetea,NEUTRAL
malaysia deported muslim myanmar nationals persecuted ruling military return although rohingya,NEGATIVE
penasihat khas helmy haja mydin memberitahu bfm townhall kkm doktor muda menubuhkan saluran aduanpersatuan perubatan bekerjasama menangani buli,NEUTRAL
latihan aero medical evacuation team amet dilaksanakan memindahkan pesakit helikopter unifil dibawa rawatan hospital tempatan,NEUTRAL
indonesian police busted syndicate smuggling ethnic rohingya refugees aceh malaysia orchestrated ethnic rohingya man myanmar,NEGATIVE
he allegations rafiq hakim th prosecution witness redzuan th pw mere lies saddiq said reading witness statement,NEGATIVE
tan muhammad shafee said tengku maimuns husband blamed downfall mdb former subsidiary src international,NEGATIVE
cadangan insentif ev msia dihantar mof sambungan pengecualian cukai miti,NEUTRAL
melihat bunga mood,NEUTRAL
menterimenteri eu meluluskan sekatan sembilan tujuh entiti berkait junta tentera myanmar,NEUTRAL
mh plane disappeared netflix original seriesthe upcoming show mh plane disappeared delve disappearance airlines flight,NEGATIVE
kindergarten cum taska teacher,NEUTRAL
one tambah one,NEUTRAL
exgoldman banker ng thinks hes punished enough beg differ think people punished enough,NEGATIVE
peminat bauan guardian ultra nourishing shower cream shea butter freesia refill ml,NEUTRAL
alat bantu belajar early learning flash cards reader machine pcs cards early education device preschool learning card toy talking toys musical sound effect,NEUTRAL
smk la salle pj established cater growing satellite town petaling jaya revision schools emblem revolves around name petaling refers here,NEUTRAL
agong terima menghadap sheikh hamdan zayed abu dhabi via,NEUTRAL
an oku msian asked leave gym avoid ignominy caused injury,NEGATIVE
the penang deputy chief minister also denies pakatan harapan guilty racism,NEGATIVE
sape letak mayonnaise kat sausage mcmuffin aku,NEUTRAL
mencari pendaki gunung hilang missing hiker,NEGATIVE
perdana dato anwar ibrahim meletakkan bunga monumen pahlawan filipina jose rizal taman rizal manila,NEUTRAL
the syndicates modus operandi buying subsidised diesel maximum level rm station avoid detection resell black market,NEGATIVE
kongsikan informasi kawan anda biar penerang tua aktif sekali ku sayang old swimmers take note,NEUTRAL
kesemua tahanan terlibat dipindahkan pelabuhan sandakan pelabuhan zamboanga city filipina feri mv antonia,NEUTRAL
nissan percepatkan strategi ambition kenderaan elektrik,NEUTRAL
mangsa banjir johor dipindahkan pss akibat dilanda banjir via,NEUTRAL
opinion kenapa dlm org pakai produa toyota honda sahaja,NEUTRAL
saya join pertandingan yang dianjurkan,NEUTRAL
mohon perbaharui pasport walkin mahupun talian via,NEUTRAL
kacak bergaya persis pahlawan sejatistylish wear like true warrior,POSITIVE
bored sgt jom abg dm pm,NEGATIVE
aerotrain service klia bad enough problem taxis budget premier meter whole system klia need total revamp,NEGATIVE
he pleaded guilty charges charged monday,NEGATIVE
a roadside trader killed runaway lorry tyre came lorry terengganu pm last tuesday,NEGATIVE
military exercise gone horribly wrong sahi thok diya,NEGATIVE
gasgas keluarkan motosikal street,NEUTRAL
pameran demon slayer total concentration exhibition sekarang,NEUTRAL
kuala lumpur former malaysian prime minister muhyiddin yassin charged corruptionrelated offences friday chief countrys antigraft agency told reuters,NEGATIVE
mp right seriously purely nobody medical field so buang saja interview beliau zero outcome berfaedah interview doctors,NEGATIVE
some changes need potholes faded road markings wrong road markings mp good bad mostly ugly demi negara negeri daerah raya,NEGATIVE
isu mental sampai masuk parlimen zaman gua anan mental nie relatif bilangan sedikit lihat social muda sakit mental lihat twitter meriah twt mengatakan bioploar anxiety dll getting sick,NEGATIVE
film director syamsul yusof arrived kl syariah court mention divorce application filed wife also actress puteri sarah,NEUTRAL
sebahagian latihan deserttiger uae malaysialatihan bertujuan berkongsi kepakaran ketenteraan,NEUTRAL
siri desert tiger latihan tahunan menonjolkan profesionalisme kecekapan tentera angkatan darat uae kesediaan tempur mereka,NEUTRAL
latihan ketenteraan desert tiger uae malaysia era ketenteraan bekerjasama arah keamanan ini,NEUTRAL
tng ewallet successfully implements negaras new safety security measures fight financial scams,POSITIVE
picketing happening outside menara citibank now protesting unfair practices,NEGATIVE
sebarang idea berapa dibayar mission impossible merakam adegan pembukaan rogue nation menghasilkan saat filem itu,NEUTRAL
pas secretarygeneral takiyuddin hassan accuses youth sports minister taking past statements context defence jom ziarah gereja programme,NEGATIVE
rightwing malay groups coming pn dsai don anything now may even lose ns selangor,NEGATIVE
a subang jaya city council spokesman said residents unhappy action taken management committees complain it,NEGATIVE
a yearold nissan almera driver died accident ford everest tasek selatan highway mrr morning,NEGATIVE
pasar payang terengganu terengganu terengganu roadtrip vlog via,NEUTRAL
i refuse pawn bow pressure retract statements issue wee ka siong said,NEGATIVE
beberapa firma guaman singapura indonesia malaysia brunei simba memeterai persetujuan membentuk afiliasi firma guaman dinamakan simba law alliance,NEUTRAL
totally unprofessional staffloosy machinesloan sharks attitudewelcome malaysia,NEGATIVE
beliau wangnya menjayakan kempen dirinya saddiq team saddiq berperanan melakukan gerak khidmat kempen pru ahli itu,NEUTRAL
hyundai sonata facelift didedah muka seakan staria pemuka skrin lengkung,NEUTRAL
lawatan pm perkukuh putrajaya riyadh via,NEUTRAL
jawatan kosong ibm,NEUTRAL
crude palm kernel oil futures fpko bmd,NEGATIVE
the prime minister malaysia anwar ibrahim visited masjid al nabawi earlier today,NEUTRAL
rahul gandhi found guilty speech referred thieves surname modi,NEGATIVE
mohamad faisal described situation disappointing said would deter continuing work hard get name score sheet,NEGATIVE
in conjunction start holy month xiaomi launched ramadan photo series leica camera ambassador xiaomi ramadan clicks photography campaign,NEUTRAL
such wastage principles ramadan fasting month supposed teach people prudent waste food said majesty,NEGATIVE
bangkok toyota hilux revo bev concept beri petunjuk kemungkinan model trak pikap elektrik penuh,NEUTRAL
bangkok mitsubishi xrt concept triton generasi besar bakal dilancar,NEUTRAL
ambient research wishing everyone salam ramadan,POSITIVE
hal loses malaysian lca contract south koreas kai,NEGATIVE
malaysias gdp growth would slow imf,NEGATIVE
several traders fear could shortage ramadan begins middle week followed aidilfitri month later,NEGATIVE
kedai kopi buruk terengganu terengganu roadtrip vlog via,NEUTRAL
pasukan petugas khas pembaharuan agensi menjalankan perintis mengkaji kesesakan klinik awam moh,NEUTRAL
jpjs investigations revealed bus driver previous traffic offences,NEGATIVE
malaysiakini s xi jinping urged s prime minister anwar ibrahim reject cold war mentality meeting beijing yesterday,NEGATIVE
kursuskursus ditawarkan upskilling mohon cara klik link,NEUTRAL
official poster filem alena ratu iblis jangan lupa saksikan pawagam,NEUTRAL
honda brv discontinued malaysia seat mpv already pulled neighboring due poor sales,NEGATIVE
ganti pencen caruman kwsp mma via,NEUTRAL
teknologi rfid anpr bakal digunakan pelaksanaan poc mlff lebuhraya besraya llm,NEUTRAL
bukit prau view point sunrise mount bromo east java,NEUTRAL
taman tamadun terengganu terengganu terengganu roadtrip v via,NEUTRAL
this says much state senior citizen allegedly beaten petaling jaya city council officer stray dogcapturing operation charged court friday obstructing civil servant discharging duties,NEGATIVE
blender portable pembuat jusuntuk pembelian klik link bio,NEUTRAL
klik link belian,NEUTRAL
unep food waste index report menganggarkan sisa sisa tertinggi duniabaca lanjut gambar markus spiske unsplash,NEGATIVE
people visit ramadan bazaar buy food abnormal person goes pervert stalking victim azza shot back angrily stalker,NEGATIVE
sweater oversizeuntuk pembelian klik link bio,NEUTRAL
saya cadangkan buat law baru kehadiran bertanding next pru,NEUTRAL
drazna chalet pantai seberang takir terengganu terengganu roadtrip via,NEUTRAL
pps tempatkan mangsa ribut sepang via,NEUTRAL
gelas serbagunauntuk pembelian klik link bio,NEUTRAL
speaker jam bluetooth miniuntuk pembelian klik link bio,NEUTRAL
alat press plastik makananuntuk pembelian klik link bio,NEUTRAL
myanmar navy arrests rohingya attempting flee,NEGATIVE
sneaker untuk pembelian klik link bio,NEUTRAL
headset bluetooth untuk pembelian klik link bio,NEUTRAL
old klang road taman desa shop office rent asking price rm nego,NEUTRAL
rakyat tanya kpd yab pm kenapa lantik balik penyamun perompaktak akanlah beramanah berintegriticlearly thieves,NEGATIVE
overall jeansuntuk pembelian klik link bio,NEUTRAL
jawatan kosong qatar airways,NEUTRAL
a sensible article fake mazu controversy tajuddin problem islamic authorities refuse read writingz becos labelled liberal,NEGATIVE
abaya turkey jersey untuk pembelian klik link bio,NEUTRAL
berapa agak harganya siap minta tambah cash amranfans twt,NEUTRAL
warong pok nong celup tepung terengganu terengganu roadtrip vlog via,NEUTRAL
baju overall satinuntuk pembelian klik link bio,NEUTRAL
chauffeur kuantan transfer van,NEUTRAL
dress muslim untuk pembelian klik link bio,NEUTRAL
meow mintak tolong pun dh hilang suara bape lama lah dia stuck kat situ ehh kredit tt,NEGATIVE
speaker jam bluetoothuntuk pembelian klik link bio,NEUTRAL
kemeja drop shoulder ghanimiuntuk pembelian klik link bio,NEUTRAL
jam tangan fashionuntuk pembelian klik link bio,NEUTRAL
sweater oversize untuk pembelian klik link bio,NEUTRAL
box penyimpanan serbaguna untuk pembelian klik link bio,NEUTRAL
dress midi untuk pembelian klik link bio,NEUTRAL
no india malay singapore muslim couple shooed away ramzan snacks,NEGATIVE
merdeka cup,NEUTRAL
sharing vision organisation berkongsi anda visi organisasi,NEUTRAL
malaysias restart gas pipeline operations q october petronas declared force majeure gas supply lng due pipeline leak caused soil movement sabahsarawak gas pipeline,NEGATIVE
dress satin silk turkey terbaru untuk pembelian klik link bio,NEUTRAL
tersilap masuk simpang roadblock shxhrxlxr twt,NEUTRAL
mindanao examiner regional newspaper lists sulu sultan terrorist,NEGATIVE
bs anti zionist discriminate black people glorify anti zionist malaysia must face culture racism,NEGATIVE
traditional medicine practitioner charged cheating senior citizen myr,NEGATIVE
steady coach ltk good luck perlawanan sebentar berdepan kl city,POSITIVE
hassan karim says attorneygenerals power determine fate razak zahid hamidi very frightening,NEGATIVE
sweater koreanuntuk pembelian klik link bio,NEUTRAL
wishing muslim friends happy eid mubarak h selamat aidilfitri meet cafe bar,POSITIVE
practice bahasa putih sila sertai english language club aplikasi,NEUTRAL
traffic slow northsouth plus expressway northbound sungai buloh rawang following accident kilometre pm,NEGATIVE
may spirit fill heart love compassion all selamat raya,POSITIVE
malaysia mediocre,NEGATIVE
may spirit fill heart love comparison all let us remember less fortunate extend kindness themselamat aidilfitri gnl group,POSITIVE
happy eid fitrselamat aidilfitri freestyle hot sunny day,POSITIVE
sizaf infocomm wishes eid mubarak selamat idul fitri h semoga segala salah khilaf dimaafkan,POSITIVE
memang gambar pakcik hahahaha suka buat hal ekk hahaha xpela janji kenangan perangai giler pakcik perangai macam ni pun tolong ni bestt humble doctor rindu kak mai nanti,POSITIVE
wishing muslim armys selamat aidilfitri maaf zahir batin eid mubarak,POSITIVE
harimau muda win five six friendly matches doha,POSITIVE
selamat aidilfitri muda klang let us renew commitment just equitable prosperous malaysia may festive season bring us closer together inspire us build better future all,POSITIVE
wishing muslim family friends salam aidilfitri may holy month bring abundance blessings,POSITIVE
the harimau muda squad attended centralised training doha today prepare you asian cup begins june,NEUTRAL
aya terkejut averted oncebitten muslim families say ready early case e,POSITIVE
balik kampung raya wishing smooth journey safe arrival destination,POSITIVE
selamat aidilfitri us lexisnexis malaysia may festive season fill homes peace harmony joy,POSITIVE
the first day aidilfitri fall,NEUTRAL
slams unjust law blocking palm oil fadillah yusof malaysias minister plantation industries commodities lttoday evp dombrovskis virtually meet mr tengku zafrul s minister international tradegt,NEGATIVE
konsert stars eid live gamuda land meriahkan sambutan aidilfitri harian metro,NEUTRAL
gandhi convicted comments deemed insulting prime minister narendra modi people surnamed modi,NEGATIVE
busts gang smuggling lankan children europe using malaysian passports,NEGATIVE
to friends celebrating wonderful celebration home safe drive balik kampung,POSITIVE
psa seven major offences noncompoundable,NEGATIVE
the wait overembracing festivities proudly present you salam lebaran featuring faces idfrwishing everyone joyous safe eid celebration via,POSITIVE
exports decline yy march falling electronics exportsimports fall yy falling crude oil imports,NEGATIVE
follow perkembangan kami perspektif,NEUTRAL
the unemployed woman accused stealing debit card belonging farah hanim alias withdrawing rm apartment chow kit march,NEGATIVE
mohd hafizi charged section penal code kidnapping rosnazirah nain kampung semat jal palekbang tumpat pm last year,NEGATIVE
wallpaper dinding untuk pembelian klik link bio,NEUTRAL
pasukan petugas development berhad berperanan menyelesaikan membabitkan skandal penumpuan goldman sachs,NEUTRAL
usdmyr seharusnya bertemu resistance kuat uob,NEUTRAL
sebuah pemain import selangor fc sfc perhatian sosial inibaca,NEUTRAL
mindanao examiner regional newspaper attacks sulu sultan heirs,NEGATIVE
midi dress korean style untuk pembelian klik link bio,NEUTRAL
cover sofa untuk pembelian klik link bio,NEUTRAL
the accused economic affairs grade e assistant officer sepang ppk charged accepting rm bribe yearold man cimb account,NEGATIVE
belt obi premium untuk pembelian klik link bio,NEUTRAL
dress dewasa untuk pembelian klik link bio,NEUTRAL
beraya ini good see long time along old friends,POSITIVE
sandakan retiree stunned myr water bill,NEGATIVE
daihatsu admits wrongdoings crash safety tests perodua axia toyota vios shipments suspended,NEGATIVE
sementara menunggu floating solarpv farm terusanparit negeri dlm,NEUTRAL
hyundai tayang model tucson serba baharu santa fe facelift ioniq ev,NEUTRAL
the lost food project mengatakan data menjana sisa hari sisa makanan,NEUTRAL
beraya ikut kemampuan kita iraesmee twt,NEUTRAL
ada tak kuih korang dulu pernah makan tapi susah nak jumpa localrkyt twt,NEUTRAL
msian teen performs dangerous stunt wheelie road currently investigated pdrm,NEGATIVE
just bcs men gets hard d showing mean women sexualize them tolong lah otak tu stop fikir stuff like,NEGATIVE
myanmar plunged conflict economic chaos military overthrew aung san suu kyi triggering armed resistance sought violently crush,NEGATIVE
sandakan villagers gather protest frequent water woes,NEGATIVE
barang panas click link dibawah,NEUTRAL
boy iman three others alleged cheated siti wardina basir inducing hand rm sale site rental booth hooray x fest event,NEGATIVE
good produk mobile purifier pm info,POSITIVE
mpv crashes bentong toll barrier occupants pass due carbon monoxide poisoning,NEGATIVE
fire chakmarkul camp world largest rohingya refugee camp coxs bazar bangladesh,NEGATIVE
aviation news batik launches adelaide flights find more,NEUTRAL
i one geniusrest stupids maha firaun you idiots support bulanyou go direct syurga mahaguru gila inilah mentaliti ku stealing cheating job,NEGATIVE
viral hijab new link dibawah,NEUTRAL
discover hidden gem melaka indulge serene getaway kampung pinang sebatang chalet nestled picturesque pengkalan balak melaka many hotels luxury budget book choice agoda click,POSITIVE
two children died heat stroke caused weather malaysia previously rushed hospitalaccording father faris nasir child nur imani coughing vomiting since mon,NEGATIVE
baju melayumy son wore baju melayu kindergarten party today,NEUTRAL
cuaca panas fadhlina harap institusi beri via,NEUTRAL
skuad bola tampar lelaki menghidupkan kelompok sea menewaskan myanmar aksi b stadium olimpik ini full story,NEUTRAL
really pity kampung forever lied to cheated years,NEGATIVE
ku sayang pointless yell till throats sore,NEGATIVE
sepadan sgt mesti best lakonan dorg ni jom ceriakan ni dgn telemovie ig,POSITIVE
finallyi received luggage days delay bag torn expensive carlton bag now also worst experience luggage delayed torn behaviour follow team,NEGATIVE
wrong comparison dsai jail years trumped charges whereas jibby committed bigger crime poorer him many cronies globally sentenced jail mdb jibby suppose get exemption,NEGATIVE
s batik commences boeing max flights,NEUTRAL
mustaza rahman menghidap gangguan tekanan pasca trauma ptsd akibat seksaan fizikal mental dialaminya bergelar tahanan,NEGATIVE
inilah nantikan full house full force,NEUTRAL
selamat ibu happy mothers day perlukan bantuan padanan knob kpd handle asal klik beristirehat feel every hit,POSITIVE
seorang peguam menyaman penganjur konsert born pink world tour blackpink live nation malaysia permaisuri kpop rm berhubung kerusi hilangya itubaca,NEUTRAL
malaysia berpeluang pintas pingat emas mengatasi philippines,NEUTRAL
jawatan kosong tng digital,NEUTRAL
being religious mean better person rukun also rukun iman,POSITIVE
honda elevate muncul teaser suv kompak buat penampilan,NEUTRAL
rakaman dashcam kemalangan langgar lari melibatkan perodua myvi penunggang motosikal gleneagles hospital susur menghala persiaran gurneypulau tikus dekat georgetown penang semalam,NEUTRAL
persatuan bolasepak persatuan bolasepak qatar menandatangani memorandum persefahaman mempergiat bola sepak mengeratkan negara full story,NEUTRAL
well people kedah asked voting idiots go suffer la,NEGATIVE
news five aides malaysias human resources minister v sivakumar implicated probe graft abuse power services terminated,NEGATIVE
lured social posts promising wellpaid jobs countries like cambodia laos myanmar thousands people become trapped cyber scam operations,NEGATIVE
critics say film incites negative sentiments countrys minority muslim population,NEGATIVE
jawatan kosong goodyear berhad,NEUTRAL
is philippines fundamentally undermining spirit purpose expelled,NEGATIVE
sea games big losing myanmar,NEGATIVE
owner honda vario review pakai,NEUTRAL
hari perlawanan live,NEUTRAL
video kebakaran glenmarie shah alam credit thevibesnews,NEUTRAL
jom cha currently found outlets across,NEUTRAL
